graph_id,graph_id_2
13028,15542
TA1307000160,TA1309000037
TA1307000134,TA1306000014
13021,KA1503000044
13300,SL-005
TA1307000064,TA1309000024
13017,RN-
623,TA1305000029
TA1306000013,TA1305000032
SL-007,SL-007
TA1305000002,13138
13132,13277
13194,TA1309000008
444,KA1504000080
13303,13128
13268,TA1309000033
23003,
13084,TA1307000163
KA1503000041,657
13248,TA1307000163
18003,13221
574,573
15571,RP-006
KA1504000149,TA1309000015
TA1308000005,13021
,TA1307000161
13431,13138
TA1305000006,TA1307000039
WL-012,13068
TA1308000001,LP-
13036,KA1503000072
21544,15534
,TA1309000029
TA1307000143,KA1504000140
13285,13156
KA1504000079,chargingstx1
KA1504000079,KA1503000072
TA1309000019,TA1309000042
TA1305000010,TA1308000009
KA1503000015,15539
660,662
13144,15539
TA1309000059,TA1306000014
TA1305000001,13345
TA1307000041,13016
TA1305000011,TA1309000049
624,13075
KA1503000043,13056
13243,15653
15643,13061
TA1305000011,TA1306000010
13194,13132
TA1309000011,KA1504000076
TA1307000140,TA1307000149
13134,13138
20246.0,657
TA1306000026,TA1307000064
TA1309000014,TA1308000012
13157,TA1306000010
657,TA1306000015
TA1309000058,TA1308000019
TA1308000050,20246.0
13196,13290
KA1503000015,TA1309000039
RN-,13194
13235,KA1504000143
658,13224
SL-012,TA1305000004
TA1309000001,13080
13430,637
TA1306000010,18062
13325,TA1307000107
TA1309000033,TA1309000006
13128,TA1309000019
TA1305000011,WL-012
TA1309000015,KA1504000126
TA1305000030,TA1305000020
13042,TA1305000004
TA1309000010,TA1308000046
13277,18003
TA1309000008,15544
651,KA1503000045
TA1306000025,13326
13157,WL-012
13144,13154
15529,TA1305000030
,527
22001,13243
16940,KA1503000009
TA1306000011,KA1503000043
TA1307000117,13056
18058,KA1504000116
13073,TA1309000008
13096,337
TA1309000033,TA1307000136
20133,
KA1504000130,13108
TA1309000043,TA1309000019
TA1307000151,13427
383,388
KA1504000143,KA1504000143
18058,13434
13011,657
13071,TA1307000119
13165,13080
13303,13008
TA1309000037,TA1309000053
15646,TA1307000128
TA1305000022,17660
13029,SL-005
TA1309000008,TA1305000032
TA1309000055,TA1307000153
SL-011,13248
KA17018054,TA1307000039
TA1309000007,TA1307000001
TA1307000166,13192
,749
13263,13008
TA1309000024,KA1503000015
TA1305000009,13045
501,KA1504000133
TA1305000037,657
15651,TA1309000023
15544,15541
TA1308000001,13146
13073,13132
TA1308000022,LF-005
TA1309000049,TA1307000136
15575,TA1309000018
13144,TA1307000113
15550,TA1308000013
20251.0,13235
13338,13045
657,13021
20246.0,KA1504000133
13068,TA1309000032
TA1305000032,13268
TA1309000033,13290
13235,13379
13132,TA1307000131
TA1309000049,TA1309000006
KA1504000104,658
13206,TA1307000120
20113,20238
331,TA1309000033
KA1504000117,13011
TA1306000016,TA1307000111
TA1307000127,TA1307000158
TA1308000047,TA1307000150
TA1307000142,15534
TA1306000029,13132
13059,TA1306000014
KA1504000134,15535
TA1305000025,TA1305000022
KA1503000041,KA1504000133
TA1309000006,TA1307000163
SL-008,SL-008
20254.0,TA1305000039
KA1504000080,15634
TA1307000134,15642
SL-013,13029
13053,TA1305000032
654,18003
13247,13137
TA1305000020,TA1307000039
13325,13109
13278,TA1309000027
,TA1308000019
E006,600
624,TA1307000039
TA1307000166,13432
TA1307000158,13074
435,13071
KA1503000032,15446
TA1307000166,TA1309000025
21544,13022
15442,TA1309000055
TA1307000064,KA1504000127
RP-007,RP-008
TA1307000131,624
13197,13001
TA1309000010,SL-013
KA1503000071,13300
13221,TA1305000025
13071,TA1309000023
TA1307000153,13163
TA1307000166,13221
13056,15529
TA1307000159,TA1307000070
13011,13080
13300,15541
525,KA1504000175
TA1307000136,KA1504000143
13016,13162
15542,KA1504000117
TA1309000027,TA1309000026
KA1503000043,636
RP-009,13325
13016,13193
TA1307000062,TA1305000003
13133,TA1307000138
,KA1503000066
13160,13139
13164,TA1307000129
TA1308000005,TA1308000005
TA1307000062,TA1307000117
KA1504000161,13143
KA1503000044,13089
KA1503000007,KA1504000076
398,
KA1503000012,13242
13268,13269
13430,TA1307000151
KA1503000015,KA1504000134
TA1306000009,TA1306000008
TA1309000010,TA1309000053
KA1503000033,
13271,439
TA1305000035,13338
TA1309000058,13431
TA1309000041,13325
655,TA1307000144
TA1305000014,13229
TA1306000013,TA1305000006
15668,SL-010
RN-,15535
638,TA1305000029
,15545
TA1305000022,KA1504000116
525,525
13021,KA1503000012
TA1309000004,SL-012
13431,TA1305000039
13409,13427
13292,TA1309000050
TA1307000061,TA1307000143
TA1307000062,636
20246.0,13133
13021,TA1305000009
13289,13008
TA1306000009,13331
15539,TA1305000032
525,RP-009
,654
13158,TA1305000005
KA1504000127,KA1504000148
KA1503000043,TA1305000003
,KA1503000014
15664,18058
TA1309000041,13278
TA1307000128,13276
TA1307000131,WL-011
312,312
KA1503000043,TA1307000117
20246.0,13163
021320,13132
13011,13163
KA1504000140,WL-012
20246.0,13058
13011,13058
KA1503000044,TA1307000061
13034,TA1306000003
TA1309000030,KA1503000064
13050,KA1504000093
TA1307000163,13146
,20236
KA1504000082,427
TA1308000046,636
TA1307000064,13277
TA1305000004,TA1307000139
13128,TA1307000128
585,16970
KA1503000041,13133
18058,17660
13154,TA1308000019
TA1305000037,13133
13134,13243
TA1307000131,TA1305000005
15624,15631
13276,13050
TA1307000039,TA1307000139
TA1306000010,13179
18067,TA1306000014
KA1503000043,TA1309000036
13221,TA1307000128
13053,TA1305000006
15530,SL-007
RN-,TA1307000166
KA1504000116,21544
TA1307000117,TA1307000117
TA1309000042,TA1307000052
13303,TA1309000050
TA1307000121,13224
13241,TA1306000016
13430,331
KA1503000052,KA1503000071
TA1305000037,15646
379,TA1305000030
13165,13409
TA1309000036,13224
TA1307000138,13154
TA1307000115,23003
866,15654
TA1305000029,TA1308000050
TA1307000136,13379
TA1307000117,TA1305000003
TA1307000115,TA1307000126
21544,TA1308000006
TA1306000026,TA1307000127
TA1306000003,KA1503000015
13156,TA1307000044
13029,15541
15546,KA1503000034
WL-012,KA1503000034
,13431
13266,13068
596,661
TA1305000032,13430
13158,WL-011
TA1305000037,13058
KA1503000022,LP-
TA1305000022,13434
620,
TA1309000004,13196
TA1305000022,TA1309000064
13059,TA1306000011
TA1309000036,13108
16918,638
13326,SL-007
13163,KA1503000012
13146,TA1309000035
TA1309000008,TA1305000006
KP1705001026,TA1308000029
514,517
18016,TA1307000107
13353,13353
TA1309000066,632
TA1309000006,TA1309000061
527,E002
KA1504000158,TA1309000035
TA1305000022,TA1305000002
13300,15634
TA1307000120,13037
632,632
13278,13074
chargingstx1,KA1503000012
KA1503000015,TA1306000013
KA1504000162,KA1504000159
13154,TA1309000029
TA1307000150,TA1309000019
TA1306000029,TA1307000064
TA1307000117,636
WL-011,13193
13249,TA1309000021
13158,624
TA1309000007,13143
15544,SL-005
13164,WL-008
13215,TA1307000129
13294,TA1307000150
TA1305000010,13001
13332,13006
TA1305000010,WL-008
TA1309000012,TA1309000015
KA1504000135,TA1307000006
13045,TA1306000029
TA1307000163,LP-
13050,TA1306000006
13191,TA1308000019
TA1307000140,TA1309000026
15575,RP-008
TA1309000027,TA1307000149
13294,13154
TA1308000049,13137
TA1308000036,13213
13138,13135
SL-008,TA1308000029
13193,13427
TA1306000014,TA1309000008
15664,17660
TA1308000049,TA1307000038
TA1309000055,13135
TA1309000004,13045
18017,TA1308000005
,KA1504000146
TA1309000029,15646
TA1307000039,13011
15644,13266
TA1307000041,KA1504000114
TA1307000038,KA1504000127
15654,18017
TA1309000008,TA1309000010
TA1307000113,TA1309000019
13080,TA1305000017
TA1306000007,13058
13420,TA1307000129
TA1308000029,TA1309000008
13146,chargingstx1
623,KA1504000102
13257,20253.0
13146,KA1503000072
18058,18058
13277,13229
SL-005,TA1305000030
TA1306000032,632
TA1306000025,13006
E006,RP-005
TA1306000012,TA1309000036
23003,WL-011
13434,13056
13034,TA1305000010
TA1309000026,TA1309000042
TA1309000024,13133
TA1307000006,202480.0
13331,TA1309000008
13006,TA1305000030
604,RP-004
WL-012,KA1503000041
TA1307000142,20246.0
TA1306000006,TA1305000029
13137,TA1308000029
13124,TA1309000049
433,
623,13341
13001,TA1306000006
TA1309000004,SL-013
TA1306000014,13132
TA1309000002,13276
KA1504000149,13325
TA1305000010,13102
13138,13134
13259,15646
TA1307000156,KA1504000148
15578,13074
13241,TA1308000049
15642,TA1309000042
TA1308000047,TA1306000013
15575,TA1307000156
15692,TA1309000055
13028,TA1306000003
KA1504000079,TA1305000039
KA1503000015,TA1308000043
SL-005,13157
TA1307000006,13325
13075,TA1305000011
TA1309000061,TA1306000015
15530,TA1306000032
TA1305000014,TA1309000026
13193,TA1307000128
TA1309000008,15535
13053,TA1309000010
TA1305000006,13037
,TA1306000025
13036,TA1305000039
13021,TA1309000030
TA1308000036,13216
TA1309000014,13108
KA1504000135,TA1309000050
637,TA1307000131
TA1307000158,13323
13191,TA1305000022
TA1305000034,13194
631,KA1504000110
TA1306000011,13263
15445,TA1307000048
TA1305000025,13156
,480
SL-009,TA1305000006
13001,13061
TA1307000138,13192
KA1504000116,TA1307000134
KA1504000133,TA1306000015
TA1309000008,TA1307000166
TA1306000013,TA1309000010
13061,13042
428,13133
13056,LF-005
13243,15654
13338,TA1307000126
351,474
13096,13163
20246.0,13028
13011,13028
TA1308000045,13075
623,13326
13323,20256.0
624,13037
KA1503000041,TA1305000035
TA1308000050,TA1307000136
,KA1504000103
TA1306000012,TA1307000117
TA1307000163,KA1504000079
TA1308000031,13319
TA1308000050,TA1309000006
381,344
TA1305000022,TA1307000111
TA1309000007,TA1309000061
TA1305000014,13016
TA1306000006,TA1306000014
13096,13080
TA1305000020,13037
507,505
TA1306000012,TA1305000003
KA1503000066,TA1307000066
,775
13289,RN-
435,TA1305000014
TA1309000049,13124
TA1306000026,TA1307000151
chargingstx1,TA1309000030
515,598
13353,13285
13037,631
WL-008,13160
TA1307000121,KA1504000135
13303,TA1307000006
TA1308000050,15534
TA1306000013,15535
623,13034
KA1504000134,TA1307000150
RN-,TA1305000006
391,821
13053,TA1307000166
TA1308000022,RP-005
13221,KP1705001026
13193,TA1305000025
13050,13292
13045,13128
15621,15575
13061,18062
13081,13011
WL-012,13036
13135,TA1309000055
15653,13245
528,021320
TA1308000019,TA1309000032
627,621
TA1305000004,13011
13011,TA1305000035
13061,KA1504000096
13263,RN-
13061,13179
KA1504000126,13059
18058,TA1307000111
446,
525,RP-007
13303,RN-
TA1305000022,13017
13156,13296
13063,TA1307000119
13165,13028
KA17018068,464
13259,13409
13338,13196
13050,22001
TA1305000030,15530
22001,TA1307000115
13163,13085
13191,KA1504000146
TA1309000030,TA1309000029
18069,TA1307000006
15443,TA1309000055
TA1307000001,13193
chargingstx5,13008
515,KA1504000147
KA1504000149,KA1504000161
KA1504000135,13128
13248,TA1306000029
660,TA1307000107
TA1307000120,13075
13058,632
435,435
13277,TA1306000014
638,13341
TA1307000038,TA1309000024
TA1309000050,13268
TA1306000003,13133
KA1503000005,TA1305000003
13354,13160
TA1308000006,13138
TA1309000066,TA1309000066
TA1309000033,KA1504000140
15646,15632
13193,13338
KA1503000052,KA1503000059
TA1307000121,15668
15535,TA1305000022
632,TA1309000066
636,TA1307000062
WL-012,21544
13247,13073
13265,TA1307000120
438,428
13154,KA1504000103
15644,13068
TA1307000131,
13053,13194
331,TA1305000011
13102,SL-010
660,13109
TA1309000008,13194
515,520
13073,TA1307000151
WL-012,13158
TA1307000064,TA1308000050
TA1305000009,13215
TA1307000107,TA1309000041
15622,15621
13021,20251.0
TA1306000029,TA1307000151
SL-008,15541
TA1307000066,13150
LP-,TA1307000117
15634,20253.0
TA1309000027,13229
13249,TA1307000127
TA1305000032,TA1305000034
chargingstx4,13341
13263,TA1307000124
13045,TA1309000050
TA1305000011,13290
13434,13050
13341,TA1305000010
15648,13221
KA1504000151,13108
TA1308000022,15529
TA1305000011,13164
KA1504000151,13061
KA1504000106,420
TA1307000130,13197
13249,TA1308000021
13085,13136
13063,TA1305000020
KA1504000134,TA1305000006
TA1305000032,TA1309000058
13157,13164
TA1305000009,13196
TA1308000006,13073
13427,TA1307000120
TA1307000150,KP1705001026
TA1308000029,TA1307000064
WL-012,TA1306000012
TA1307000166,TA1309000039
TA1309000019,632
18003,SL-005
,TA1305000022
13163,13307
13430,2059
TA1306000007,KA1504000133
,15687
TA1306000014,TA1307000064
13017,13008
20254.0,TA1307000115
TA1307000120,TA1307000039
TA1306000009,13265
13319,TA1309000043
15650,TA1307000038
638,13034
16010,TA1309000032
15539,15535
TA1305000022,638
TA1309000039,LP-
13074,KA1504000093
13021,13085
15643,13292
TA1305000011,13332
13157,13332
TA1305000029,13277
KA1504000158,TA1308000047
TA1305000030,SL-010
,KA1503000030
TA1309000018,KA1504000148
16010,18017
TA1305000034,15535
13080,13021
13045,TA1307000044
TA1307000128,TA1305000041
13146,TA1307000001
KA1503000004,13075
472,
13278,13323
13221,13257
13325,13050
TA1307000129,
13085,15624
13224,TA1309000032
13084,13245
TA1308000050,13022
KA1503000015,13192
TA1309000063,KA1503000070
13271,TA1309000042
638,13326
17660,13133
TA1307000150,15632
TA1309000053,
15664,13197
15642,458
TA1307000149,TA1307000041
13158,
TA1309000012,13325
15539,TA1309000010
TA1309000001,13028
13061,428
TA1307000166,TA1307000113
13248,13245
13102,15530
15623,TA1307000140
13008,TA1305000011
13011,KA1503000015
TA1309000050,TA1309000043
TA1309000004,LP-
13194,TA1307000151
KA1503000043,15650
855,KP1705001026
KA1504000128,
TA1306000007,chargingstx3
13139,13285
13144,TA1309000025
15632,KA1504000078
KA1504000103,TA1308000006
TA1307000136,15643
SL-010,TA1306000009
13206,13139
TA1309000059,18003
438,438
13136,13008
15646,KP1705001026
TA1305000022,18058
15622,TA1309000018
TA1305000017,13139
SL-009,15539
TA1306000002,TA1307000159
TA1308000006,KA1503000072
TA1309000066,TA1307000061
13056,TA1309000002
KA1503000065,TA1308000002
TA1307000128,KA1504000103
13080,SL-009
346,TA1305000002
SL-010,13021
WL-008,13304
15539,331
TA1306000009,TA1308000029
TA1309000061,TA1309000058
KA1504000151,660
15640,15646
TA1307000001,TA1306000026
431,15655
13268,13063
,653B
TA1305000014,RN-
13427,TA1309000019
13074,KA1504000158
13050,TA1305000002
TA1306000029,TA1309000010
543,16907
KA1503000052,KA1503000052
13133,13221
TA1305000034,331
TA1308000006,KA17018068
TA1309000039,TA1307000126
13289,13016
TA1309000043,13338
13247,KA1503000072
638,13241
TA1308000047,13294
13341,TA1307000142
TA1309000025,15651
13259,15631
13134,13073
TA1305000022,TA1306000006
TA1309000026,KA1504000078
TA1307000006,TA1307000142
SL-012,SL-010
13128,13338
TA1309000008,637
TA1306000011,TA1309000007
658,13061
15530,KP1705001026
KA1504000080,491
,501
515,RP-002
13196,658
chargingstx5,13296
TA1307000151,TA1309000030
13053,637
TA1305000020,13193
15615,TA1307000140
KA1503000022,chargingstx0
13332,TA1307000038
KA1504000134,TA1306000013
TA1307000120,TA1306000026
TA1309000043,632
TA1306000015,13011
TA1307000128,TA1309000024
TA1307000127,TA1307000126
TA1307000038,TA1308000050
TA1308000046,15550
18058,13155
RN-,15539
KA1503000071,KA1503000013
876,20207
,15653
TA1305000010,13042
KA1504000135,TA1307000124
TA1306000015,SL-011
15648,13253
KA1504000078,15571
428,359
TA1308000019,TA1309000023
13332,644
LP-,TA1308000012
13326,KP1705001026
TA1309000035,TA1309000043
E007,661
SL-008,13075
13156,13008
TA1309000061,KA1504000175
13192,202480.0
TA1309000066,439
KA1504000093,KA1504000093
LP-,13109
15640,
13192,13278
514,E002
TA1306000006,13034
20252.0,TA1308000005
1031,407
TA1305000032,TA1309000004
13073,13081
15571,525
KP1705001026,15541
13132,TA1307000130
TA1309000023,TA1308000019
TA1309000033,TA1306000007
TA1305000003,13028
331,13063
KA1503000041,chargingstx3
13241,15654
TA1306000003,TA1305000035
TA1305000032,KA1503000044
TA1309000032,18016
TA1309000021,13277
,16010
18067,13229
TA1309000024,TA1308000001
13137,13206
596,600
13137,TA1307000039
TA1307000062,13224
15445,TA1309000010
632,TA1307000128
13011,chargingstx3
KA1504000134,KA1504000134
13075,13165
TA1307000150,KA1504000149
TA1307000156,TA1307000107
21544,13036
902,
13215,13042
KA1504000175,KA1504000146
13326,TA1305000009
13248,13008
13197,13042
18062,13150
13144,15634
13191,TA1307000140
TA1309000033,15534
13269,TA1307000006
631,13033
TA1307000048,KA1706005007
15571,TA1309000058
TA1309000042,TA1309000025
TA1307000117,15550
13256,13290
13179,KA1504000133
658,13056
KA1504000133,TA1309000058
638,13229
13084,13008
KA1504000130,KA1504000093
WL-012,TA1307000070
13050,TA1306000002
SL-008,TA1307000039
KA1504000161,442
TA1305000035,TA1309000030
13224,TA1309000023
15571,KA1504000175
15640,KA150400009X
KA1503000043,13224
15550,13332
KA1503000072,TA1307000120
13056,TA1306000014
TA1307000107,TA1309000035
13266,13266
15530,TA1305000009
13109,15615
13138,TA1305000037
TA1305000006,13193
KP1705001026,TA1306000008
TA1307000153,TA1305000004
TA1309000049,15534
13289,TA1309000061
636,13158
18003,13265
13017,13296
13063,KA1504000155
TA1307000127,431
13006,13354
KA1504000148,KA1504000129
TA1307000044,13431
13276,13071
WL-011,631
TA1309000006,13128
TA1309000007,TA1306000029
TA1307000142,TA1307000136
18003,TA1307000052
13146,TA1307000163
13258,TA1308000005
TA1309000035,TA1309000004
TA1309000033,658
KA1503000027,13430
13156,KA17018054
13276,TA1309000036
TA1308000012,TA1309000049
520,E008
KA1503000043,13050
TA1308000022,TA1307000149
13021,13430
TA1305000032,TA1306000015
KA1504000076,TA1309000063
KA1503000059,999
TA1306000029,639
13294,13294
TA1305000005,13132
TA1308000049,LF-005
TA1305000025,TA1306000025
13303,TA1309000061
13134,13160
TA1307000128,13277
13288,590
324,
13008,TA1305000022
SL-013,TA1306000029
TA1305000005,13037
331,13289
20256.0,TA1307000142
TA1309000061,TA1306000009
TA1307000121,13056
20113,20112
13179,
13420,13083
TA1307000134,13229
TA1308000012,TA1308000022
RN-,KA1504000134
13144,13253
442,15571
13294,13192
13266,TA1307000070
TA1309000059,13229
15535,13156
312,TA1307000117
397,473
13068,13319
TA1309000023,20254.0
TA1305000014,TA1306000011
SL-007,TA1305000009
13192,13146
428,964
TA1305000002,13160
16950,KA1503000055
TA1307000062,13050
KA1503000070,TA1305000004
TA1305000017,13089
TA1309000018,TA1307000107
13037,13132
TA1309000006,TA1309000050
13247,13006
TA1308000019,624
632,TA1309000019
TA1307000150,632
KA1503000069,KA1504000076
13323,15575
13179,13133
13427,TA1305000025
13289,13053
TA1307000129,15449
13179,13058
13037,13037
KA1504000127,KA1504000093
13303,TA1307000044
TA1305000022,13197
chargingstx5,TA1307000006
15651,TA1305000020
KA1503000015,SL-005
13243,TA1305000011
13137,13221
TA1306000013,331
13001,13017
337,TA1306000025
13138,18067
TA1306000015,23001
18003,TA1307000138
TA1308000021,13249
TA1305000039,TA1306000016
TA1309000021,KA1504000103
TA1305000022,13155
13045,TA1307000124
TA1309000024,TA1305000035
TA1307000129,TA1309000055
TA1307000113,TA1309000042
TA1307000153,836
13164,TA1307000121
15529,13276
20251.0,KA1503000043
13006,TA1305000041
13138,13033
SL-010,TA1305000017
13269,13296
13045,TA1308000047
15534,TA1305000002
chargingstx1,13430
TA1309000019,15632
TA1306000012,16994
KA1503000015,TA1307000166
TA1306000009,13154
13053,331
13304,TA1305000022
TA1309000050,13144
TA1307000166,TA1307000052
13430,18022
TA1307000166,13265
660,13108
13304,13165
13242,13278
,TA1307000140
TA1306000015,TA1306000016
13084,KA17018054
13099,TA1309000002
KA1503000068,TA1305000041
TA1309000030,TA1309000033
TA1306000008,chargingstx4
TA1305000034,637
LF-005,20254.0
13192,LP-
13354,13304
13263,13016
13058,15632
13133,TA1307000039
13109,TA1309000041
13091,644
15578,598
13017,TA1307000006
RN-,TA1306000013
13265,TA1307000128
E006,661
13303,13016
15631,15621
TA1305000025,TA1305000030
15634,TA1306000016
TA1306000010,TA1307000062
